Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,Fee_y,NonAdopted
2,3,266,0,2,1,2,6,2,1,2,1,2,1,1,0,41326,0,0,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,4,266,266,3,1,6,7,2,2,2,1,2,1,2,0,41326,0,0,0
2,2,303,264,2,1,3,7,3,3,2,2,2,1,1,0,41326,0,0,0
1,3,39,307,2,1,5,7,2,2,2,1,2,1,1,0,41326,0,0,0
1,60,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,0,0
1,5,218,307,2,3,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,24,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,0,1
1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,12,307,307,1,1,4,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,6,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,3,266,247,2,6,7,0,1,1,2,2,2,1,1,0,41336,0,0,0
1,2,307,0,2,5,7,0,3,2,3,3,3,1,1,0,41326,0,0,0
2,60,252,0,1,2,0,0,2,3,1,1,1,1,1,0,41401,0,0,0
1,3,307,0,2,1,0,0,1,2,2,2,2,1,1,0,41326,0,0,1
1,10,44,76,2,2,7,0,2,1,1,1,1,1,1,0,41327,0,0,1
2,12,249,0,1,6,7,0,2,2,3,3,3,1,1,0,41327,0,0,0
2,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,24,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,0,1
1,2,307,0,1,1,7,0,2,1,2,1,2,1,1,0,41327,0,0,0
1,36,205,0,1,2,5,7,1,3,3,3,3,1,1,0,41401,0,0,0
1,3,141,0,2,1,0,0,3,1,1,1,3,1,1,0,41326,0,0,0
1,1,128,129,3,1,2,7,1,2,2,3,3,1,3,0,41401,0,0,0
2,6,266,0,1,4,7,0,2,2,2,1,1,1,1,100,41401,0,1,0
1,2,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,0,0
1,2,307,0,3,1,3,7,2,1,2,2,2,1,6,0,41326,0,0,0
1,1,307,307,1,2,7,0,2,2,2,2,2,1,1,0,41327,0,0,0
1,8,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41327,0,0,1
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,2,265,266,2,1,7,0,2,2,2,1,2,1,1,50,41326,0,1,0
1,1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,1,7,0,2,2,1,1,1,1,1,150,41401,0,1,1
2,1,266,0,2,4,0,0,1,1,2,2,2,1,1,0,41401,1,0,0
1,2,307,0,2,1,2,0,2,1,2,2,2,2,1,0,41336,0,0,1
1,2,32,307,1,1,3,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,3,0,0,2,1,1,1,2,1,1,0,41326,0,0,1
1,48,205,307,1,5,0,0,1,2,1,1,1,1,1,0,41401,0,0,0
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41330,0,0,0
1,2,307,0,1,1,2,0,2,2,2,2,2,1,5,0,41401,0,0,0
2,3,266,266,2,1,7,0,1,1,2,1,2,1,2,0,41326,0,0,0
2,3,266,0,1,6,0,0,1,1,2,2,2,1,2,0,41336,0,0,0
1,12,173,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,1,266,299,2,3,6,0,2,1,2,2,2,2,2,0,41326,0,0,0
1,0,179,0,1,5,0,0,2,2,3,3,3,1,1,0,41401,0,0,0
2,24,285,0,2,3,0,0,1,2,3,3,1,1,1,0,41326,0,0,0
1,96,207,0,1,1,5,6,1,2,3,3,3,1,1,0,41401,0,0,0
2,24,250,0,1,1,0,0,2,1,2,2,3,1,1,0,41326,0,0,0
1,18,179,0,1,2,0,0,2,2,1,1,3,1,1,0,41326,0,0,0
2,3,266,0,1,1,7,0,2,2,1,1,1,1,1,0,41401,0,0,1
2,1,266,0,2,1,2,7,1,1,2,1,2,2,6,0,41326,1,0,0
2,7,266,295,2,4,0,0,2,1,1,1,1,1,1,0,41401,0,0,0
2,1,264,265,3,1,5,7,1,2,2,2,2,1,3,0,41326,0,0,0
1,9,307,307,1,1,0,0,2,2,1,1,2,1,1,5,41401,0,1,1
1,2,307,307,3,1,2,0,2,1,2,2,2,1,5,0,41326,0,0,0
1,48,60,0,2,3,6,7,1,1,1,1,1,1,1,50,41327,0,1,0
1,2,307,0,1,2,6,7,1,1,1,1,2,1,1,0,41326,0,0,1
1,1,307,141,1,5,0,0,2,1,1,1,2,1,1,0,41325,0,0,0
1,3,307,307,3,1,2,3,2,1,2,1,2,1,3,0,41401,0,0,1
1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,0,0,0
1,1,307,0,1,1,5,7,2,2,2,1,2,1,1,0,41326,0,0,0
1,36,205,0,1,2,5,0,2,2,3,1,2,2,1,0,41326,0,0,0
2,2,265,264,2,1,2,7,2,2,1,1,2,1,1,10,41401,0,1,1
1,60,60,0,2,2,7,0,1,2,1,1,2,1,1,100,41326,0,1,0
2,6,266,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,0,0,1
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,0,1
2,4,266,0,3,3,6,0,2,1,2,1,2,1,10,0,41327,0,0,1
1,1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,3,307,307,1,1,2,0,2,1,2,1,2,1,1,150,41326,0,1,1
2,6,273,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,0,1
2,1,266,0,3,3,6,7,1,1,2,2,2,1,4,0,41326,0,0,0
2,2,265,0,2,2,0,0,3,2,2,1,3,1,1,0,41326,0,0,0
1,4,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,0,1
2,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,8,265,0,2,6,0,0,2,2,1,1,1,1,1,0,41401,0,0,0
1,1,307,218,2,2,7,0,2,3,2,2,2,2,1,20,41327,0,1,0
2,24,264,0,1,1,7,0,2,3,1,1,1,1,1,0,41326,0,0,1
2,2,266,0,2,1,2,3,1,2,2,1,2,2,1,0,41326,0,0,0
2,14,265,0,1,1,4,7,2,2,1,1,2,1,2,0,41326,0,0,1
1,1,307,0,3,1,2,0,2,1,2,1,2,1,6,0,41401,0,0,0
1,2,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,4,265,265,2,7,0,0,2,1,1,1,2,1,1,100,41401,0,1,1
2,1,266,0,1,2,6,7,2,1,2,2,2,1,1,0,41326,0,0,0
2,2,265,0,3,1,2,6,2,2,2,2,2,1,3,0,41326,0,0,0
2,48,266,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,12,285,0,3,1,7,0,2,2,1,1,2,1,3,0,41401,1,0,0
1,9,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41330,0,0,0
2,4,265,0,2,2,3,4,2,2,2,2,2,1,1,0,41326,0,0,0
2,1,266,0,3,1,2,7,1,1,2,2,2,1,4,0,41326,0,0,0
1,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,3,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,0,0,0
1,6,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,0,1
1,7,307,0,1,1,2,7,2,2,1,1,2,1,1,0,41336,0,0,1
1,3,218,128,2,5,6,7,2,2,2,1,2,1,1,150,41401,0,1,0
1,8,307,0,2,2,7,0,2,1,2,2,2,2,1,0,41324,0,0,1
1,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,0,0
1,1,307,0,2,2,4,7,2,1,2,1,2,1,3,0,41326,0,0,0
1,2,179,218,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,4,213,307,2,1,3,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,1,2,5,2,1,1,1,2,1,3,0,41326,0,0,0
2,6,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,0,0
1,1,307,0,3,1,5,7,2,1,3,3,3,2,4,0,41401,0,0,1
2,1,266,0,2,1,7,0,1,1,2,2,1,1,1,0,41326,0,0,0
2,3,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,0,0,0
1,8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,12,299,247,1,1,2,6,2,1,1,1,1,1,1,0,41401,0,0,0
2,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,0,0,0
1,168,69,0,1,3,0,0,2,3,3,3,3,1,1,0,41326,0,0,0
2,3,266,0,2,1,2,7,1,1,2,1,2,1,1,0,41401,0,0,0
2,1,266,265,3,3,5,7,2,1,3,1,2,1,6,0,41326,0,0,0
2,4,266,0,2,2,0,0,2,1,2,1,2,1,1,0,41325,0,0,0
2,14,299,0,2,1,2,6,2,1,2,2,2,1,2,0,41330,0,0,1
1,53,179,0,1,2,5,0,1,2,1,1,3,1,1,0,41330,0,0,0
1,2,307,187,1,1,7,0,2,2,2,2,2,1,1,0,41401,0,0,0
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41327,0,0,0
1,26,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,10,266,299,2,1,6,7,2,1,2,1,2,1,1,0,41326,0,0,1
2,2,265,292,3,1,2,7,2,2,2,1,2,1,5,0,41401,0,0,0
1,48,20,20,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,0,0
1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,1
2,1,299,0,1,1,5,6,1,1,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,5,7,0,2,1,1,1,1,1,1,300,41326,0,1,1
1,12,213,307,2,7,0,0,1,3,3,3,3,1,1,0,41401,0,0,0
2,24,266,0,2,1,4,7,3,1,2,2,2,1,1,0,41401,0,0,1
2,4,266,0,1,3,7,0,2,1,2,1,2,1,1,30,41326,0,1,0
2,12,266,299,2,6,7,0,1,1,1,1,1,1,1,0,41326,0,0,0
2,1,265,0,2,1,2,0,2,2,2,2,2,1,2,20,41326,0,1,0
2,3,264,0,2,4,7,0,3,3,2,1,3,1,1,0,41326,0,0,0
1,29,307,307,2,1,0,0,2,2,1,1,1,1,2,50,41326,0,1,1
1,30,39,141,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,19,307,0,1,3,7,0,3,1,1,1,2,1,1,0,41326,0,0,0
1,36,207,60,1,2,0,0,1,3,1,1,2,1,1,0,41326,0,0,0
1,3,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,0,0,0
1,20,147,218,2,7,0,0,1,2,1,1,1,1,1,400,41326,0,1,0
1,6,307,70,2,3,0,0,3,3,1,1,1,1,1,350,41336,0,1,0
2,18,266,0,2,1,2,6,1,1,1,1,1,1,1,0,41326,0,0,0
1,18,307,0,2,2,0,0,2,1,1,1,1,1,1,50,41326,0,1,0
2,17,265,0,2,6,0,0,2,2,3,3,1,1,1,0,41326,0,0,0
1,11,205,205,2,1,5,7,1,1,3,3,3,1,1,0,41401,0,0,0
1,18,119,307,1,2,5,7,2,1,1,1,2,1,1,0,41327,0,0,1
2,4,265,0,2,1,7,0,1,2,3,3,2,1,1,50,41326,0,1,1
2,24,272,0,1,2,7,0,2,1,3,3,2,3,1,0,41332,0,0,0
1,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,0,1
2,3,266,0,1,1,2,7,2,1,2,1,2,1,1,0,41336,0,0,0
1,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,3,1,2,7,2,2,2,1,2,1,11,0,41401,0,0,1
1,2,307,307,3,1,2,7,2,2,2,2,2,1,3,50,41326,0,1,1
2,3,266,0,3,1,4,6,1,1,1,1,2,1,3,0,41326,0,0,0
1,2,307,39,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,0,0
1,2,307,0,3,1,2,0,2,2,2,1,2,1,4,0,41335,0,0,0
2,7,292,266,2,2,7,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,4,266,0,1,1,6,7,2,2,2,2,2,1,3,0,41326,0,0,0
2,2,289,266,1,1,7,0,1,1,2,2,2,1,2,50,41401,0,1,0
1,32,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41330,0,0,1
1,3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,1,307,0,2,2,5,7,2,2,1,2,2,1,1,0,41327,0,0,1
2,3,266,0,1,7,0,0,2,1,3,1,2,1,1,0,41326,0,0,0
2,1,265,0,2,1,3,7,1,2,2,2,2,1,1,0,41401,0,0,0
1,2,141,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,0,0
2,3,306,266,2,1,7,0,1,1,1,1,2,1,1,0,41326,0,0,0
2,1,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41326,0,0,0
2,2,292,0,1,2,5,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,0,1
2,24,266,299,2,1,4,0,2,1,2,1,1,1,1,0,41326,0,0,1
1,12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41401,0,0,1
2,12,285,0,2,2,5,0,2,2,1,1,2,1,1,400,41326,0,1,1
2,11,292,299,2,7,0,0,1,1,2,1,1,1,2,0,41326,0,0,1
1,12,213,0,1,5,0,0,2,2,1,1,1,1,1,0,41326,0,0,0
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,0,0,0
1,4,307,307,2,2,0,0,3,1,1,1,2,1,1,0,41326,0,0,1
1,6,307,307,1,2,3,0,1,1,3,3,3,1,1,0,41401,0,0,0
2,48,266,243,1,7,0,0,1,1,1,1,1,1,1,50,41326,0,1,0
2,3,266,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,0,0
2,1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,17,266,0,3,1,2,7,2,1,2,1,1,1,4,200,41326,0,1,1
1,15,307,0,1,5,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,2,265,0,1,1,0,0,2,2,3,3,3,1,1,0,41324,0,0,1
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41401,0,0,1
1,9,307,0,2,1,2,0,2,2,1,1,2,1,2,0,41330,0,0,1
2,5,266,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,0,0
2,3,251,285,2,1,2,7,2,2,1,1,1,1,1,200,41401,0,1,0
1,1,206,189,1,1,2,0,1,1,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,3,2,5,7,2,2,2,2,2,1,2,0,41326,0,0,0
1,3,307,141,3,1,2,7,2,1,1,1,3,1,3,0,41327,0,0,1
1,3,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,2,7,0,2,1,3,3,2,1,1,0,41326,0,0,0
1,1,307,307,3,1,2,0,2,1,2,2,2,1,3,10,41336,0,1,0
2,7,285,276,2,5,6,7,2,2,2,2,2,1,1,0,41336,0,0,0
1,2,307,307,1,7,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,4,292,0,2,2,7,0,1,1,2,2,2,1,1,0,41401,0,0,0
1,20,206,213,2,1,4,5,2,2,1,1,1,1,1,0,41326,0,0,1
1,3,218,205,1,1,2,0,1,2,1,1,2,1,1,0,41324,0,0,0
2,29,299,0,1,1,6,7,2,1,1,1,1,1,1,0,41401,0,0,0
1,3,307,0,2,2,4,5,2,1,1,1,1,1,3,0,41330,0,0,0
1,24,307,109,2,3,0,0,2,2,1,1,1,1,1,0,41330,0,0,0
1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,1,266,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,0,0
1,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,3,265,0,1,1,6,7,2,2,2,1,2,1,1,0,41401,0,0,0
2,1,265,299,1,1,2,7,2,2,2,1,2,1,1,0,41326,0,0,0
1,3,307,307,3,1,2,5,2,2,2,2,2,1,7,0,41401,0,0,0
1,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,3,265,0,3,1,2,7,1,2,2,2,2,1,2,0,41401,0,0,1
1,3,307,0,1,2,7,0,2,1,3,3,3,1,1,10,41326,0,1,0
1,1,307,307,3,1,0,0,1,1,2,2,2,1,2,0,41326,0,0,0
2,2,266,0,3,1,7,0,2,1,2,2,2,1,2,0,41401,1,0,0
1,2,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,1,266,0,3,1,5,7,1,1,2,1,2,1,3,0,41401,0,0,0
2,1,265,0,2,6,0,0,1,2,2,2,2,1,3,0,41326,0,0,0
1,76,128,0,2,2,7,0,1,1,1,1,1,1,1,0,41326,0,0,1
1,3,307,141,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,5,266,0,2,1,2,7,1,1,2,2,2,1,1,0,41401,0,0,0
1,33,69,83,2,5,0,0,2,2,1,1,1,1,1,300,41401,0,1,0
1,10,119,109,2,4,5,7,2,2,1,1,1,1,1,1,41401,0,1,1
2,120,292,283,2,2,6,7,1,1,1,1,1,1,1,0,41401,0,0,1
1,4,307,0,2,2,5,7,2,1,2,2,2,1,3,0,41336,0,0,0
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41336,0,0,0
2,9,299,0,2,1,2,3,2,2,1,1,1,1,1,0,41326,0,0,1
1,2,141,307,2,2,0,0,2,2,3,3,2,1,1,0,41326,0,0,0
1,12,307,0,2,1,2,0,1,2,2,2,2,1,1,0,41326,0,0,1
1,4,307,0,1,2,7,0,2,1,2,1,3,1,1,0,41401,0,0,0
1,3,307,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,48,109,0,1,3,0,0,3,2,1,1,2,1,1,250,41326,0,1,0
1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,0,0
2,2,266,266,3,1,2,3,2,1,2,2,2,1,5,0,41326,0,0,1
1,3,141,192,2,2,7,0,3,1,1,1,2,1,1,0,41326,0,0,0
2,2,265,0,1,2,6,7,2,2,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,2,7,0,0,2,2,1,1,1,1,1,0,41401,0,0,0
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,24,189,0,2,1,0,0,3,1,1,1,2,1,1,600,41326,0,1,0
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,2,4,5,7,2,1,1,1,1,1,1,0,41330,1,0,0
2,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41326,0,0,0
2,3,265,0,2,4,7,0,1,1,2,2,2,1,1,50,41326,0,1,0
1,17,205,218,2,5,6,0,1,2,1,1,2,1,1,0,41326,0,0,0
2,4,266,0,2,1,2,3,2,1,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,1,0,0
2,4,266,0,1,2,6,0,2,2,1,1,2,1,1,0,41336,0,0,1
1,24,39,307,2,1,7,0,2,3,1,1,1,1,1,0,41326,0,0,1
1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,0,0
2,6,254,0,2,1,4,7,2,1,2,2,2,1,3,0,41326,0,0,1
1,24,307,0,2,2,0,0,2,2,3,3,3,1,20,0,41332,0,0,1
1,4,307,0,2,2,0,0,1,1,2,2,1,1,1,30,41326,0,1,1
2,19,266,266,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,1,266,0,2,2,7,0,1,1,2,1,2,1,1,0,41326,0,0,0
1,72,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,0,1
1,1,307,307,2,1,2,7,2,2,1,1,2,1,1,0,41330,0,0,0
1,2,307,0,2,1,2,0,1,1,3,3,3,1,1,0,41336,0,0,0
2,12,299,0,2,1,6,0,1,2,3,3,1,2,1,0,41326,0,0,0
2,60,285,265,2,1,2,7,2,2,2,2,2,1,3,0,41324,0,0,0
1,3,307,0,2,1,2,7,2,2,2,2,2,1,1,0,41325,0,0,1
2,4,265,0,2,5,7,0,2,2,2,2,2,1,1,0,41332,0,0,1
2,8,266,0,2,1,2,7,2,1,3,3,3,1,1,0,41401,0,0,0
1,84,109,0,2,3,0,0,3,3,1,1,2,1,1,0,41401,0,0,0
1,9,307,307,1,2,4,0,2,2,2,1,1,1,1,0,41330,0,0,1
2,10,266,252,1,1,7,0,3,1,3,3,3,1,1,0,41401,0,0,1
1,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,2,266,0,1,6,0,0,2,1,1,1,2,1,1,0,41401,0,0,1
2,2,269,0,1,2,7,0,2,2,1,1,2,1,1,50,41326,0,1,0
1,34,307,0,2,1,0,0,2,2,3,3,3,1,1,0,41326,0,0,1
2,2,266,0,2,2,3,4,2,1,2,2,2,1,1,0,41326,0,0,0
2,23,265,0,2,1,2,0,2,2,2,3,3,1,1,0,41324,0,0,1
2,1,285,0,3,7,0,0,1,2,2,2,2,1,5,100,41326,0,1,0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,1,266,266,1,1,6,7,2,1,2,1,2,1,2,0,41326,0,0,0
1,2,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,0,0,1
2,12,265,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,2,266,254,3,1,3,7,1,1,2,1,2,1,5,20,41401,0,1,1
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,1,266,0,2,2,7,0,3,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,307,2,2,0,0,2,1,2,2,2,1,2,0,41326,0,0,1
2,3,266,266,1,1,2,7,2,1,1,3,2,1,4,0,41330,1,0,0
1,1,307,0,2,2,3,5,2,1,2,2,2,1,2,0,41326,1,0,1
2,2,264,266,3,1,7,0,3,2,2,1,2,1,4,0,41401,0,0,0
1,48,213,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,0,0,1
2,4,247,264,2,1,4,0,1,3,2,2,2,1,1,300,41326,0,1,0
1,36,109,307,2,2,5,0,2,2,1,1,1,1,1,0,41326,0,0,1
1,32,141,141,2,3,0,0,3,1,2,2,2,1,1,200,41326,0,1,0
1,12,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,3,307,0,1,5,0,0,2,1,3,1,2,1,1,0,41401,0,0,0
2,24,266,266,2,6,7,0,1,1,2,1,1,1,1,0,41401,0,0,1
1,1,307,307,2,2,0,0,2,1,2,2,2,1,1,60,41326,0,1,1
2,2,266,0,2,3,0,0,2,1,2,1,1,1,1,0,41326,0,0,0
2,10,266,0,2,2,5,0,2,2,2,1,1,1,1,0,41326,0,0,0
1,2,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41326,0,0,0
2,32,303,0,2,1,3,7,2,1,1,1,1,1,1,0,41326,0,0,0
2,4,266,0,1,4,5,0,1,1,2,1,2,1,2,0,41326,0,0,0
1,8,152,0,1,1,2,0,1,1,3,3,2,1,1,0,41401,0,0,0
2,2,285,264,2,5,0,0,2,3,2,1,2,1,1,100,41326,0,1,0
2,36,292,0,2,5,6,7,3,2,2,2,1,1,1,0,41326,0,0,0
1,2,307,109,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,0,0
2,2,266,0,2,2,4,7,1,1,3,1,2,1,1,0,41401,0,0,0
1,3,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,2,307,307,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,1,307,0,2,5,7,0,1,1,3,3,3,1,1,0,41326,0,0,1
1,4,307,0,2,2,0,0,2,1,2,1,2,1,1,80,41326,0,1,0
1,2,307,307,1,4,5,7,2,1,2,2,2,1,1,0,41401,0,0,0
1,2,307,307,1,2,5,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,5,307,307,3,1,7,0,2,1,3,3,2,2,2,0,41326,0,0,0
1,3,307,307,1,7,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,6,266,0,1,7,0,0,2,1,3,3,3,1,1,0,41326,0,0,1
2,7,252,266,1,2,7,0,2,1,1,1,2,1,1,0,41401,0,0,0
2,3,266,0,1,1,0,0,2,1,3,1,2,2,1,0,41326,0,0,0
2,12,266,0,1,6,7,0,1,1,1,1,1,1,1,0,41326,0,0,0
1,3,307,0,1,7,0,0,2,2,2,2,2,1,1,50,41401,0,1,0
2,6,266,0,1,1,7,0,2,1,2,1,2,1,1,10,41325,0,1,0
1,1,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41326,0,0,0
2,2,265,0,3,1,4,7,1,2,2,2,2,1,5,0,41326,0,0,0
2,16,265,266,3,3,4,5,2,2,1,1,2,1,3,0,41326,0,0,0
1,2,307,0,3,1,2,7,2,1,1,1,2,1,5,0,41401,0,0,0
1,24,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,1
2,3,299,265,2,1,2,6,1,2,2,1,2,1,1,0,41401,0,0,0
2,3,264,0,3,6,7,0,3,3,1,1,2,1,2,0,41326,0,0,0
2,2,264,0,3,5,6,7,1,3,2,1,2,1,3,450,41326,0,1,0
2,12,266,0,1,3,4,0,1,1,2,1,1,1,1,50,41401,0,1,1
1,12,307,117,1,1,6,7,2,2,1,1,3,1,1,0,41401,0,0,1
1,2,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41401,0,0,0
1,24,307,128,2,2,7,0,2,2,1,1,1,1,1,50,41326,0,1,1
1,72,307,0,2,1,4,0,2,2,2,1,2,1,1,50,41401,0,1,0
2,2,266,0,2,1,3,7,2,1,1,1,2,1,1,0,41326,0,0,0
1,89,76,50,2,1,7,0,3,1,1,1,1,1,1,0,41326,0,0,0
2,3,266,0,1,1,5,6,3,1,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,2,5,0,2,2,3,3,3,1,1,0,41327,0,0,1
2,2,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,10,307,0,1,2,0,0,3,2,1,1,1,1,1,0,41326,1,0,0
1,67,189,0,1,1,0,0,3,3,1,1,2,1,1,0,41326,0,0,0
1,8,307,0,1,5,0,0,2,2,1,1,1,1,1,300,41336,0,1,0
1,2,307,307,2,2,3,0,2,2,3,1,1,1,1,0,41326,0,0,1
1,1,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41330,0,0,0
2,5,292,285,2,1,7,0,2,1,1,1,2,1,1,100,41326,0,1,0
1,8,307,0,1,1,2,7,2,1,1,1,1,1,1,0,41401,0,0,0
